filename,morph_score,class_raw,class_6,image_path,mask_path,n_preds,pred_0,pred_1,pred_2,pred_3,pred_4
-0.33_stomatocyte_I000000.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000000.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000000.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_4.tif
-0.33_stomatocyte_I000001.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000001.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000001.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_4.tif
-0.33_stomatocyte_I000002.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000002.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000002.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_4.tif
-0.33_stomatocyte_I000003.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000003.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000003.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_4.tif
-0.33_stomatocyte_I000004.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000004.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000004.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000004.tif_4.tif
-0.33_stomatocyte_I000005.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000005.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000005.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000005.tif_4.tif
-0.33_stomatocyte_I000006.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000006.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000006.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000006.tif_4.tif
-0.33_stomatocyte_I000007.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000007.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000007.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000007.tif_4.tif
-0.33_stomatocyte_I000008.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000008.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000008.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000008.tif_4.tif
-0.33_stomatocyte_I000009.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000009.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000009.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000009.tif_4.tif
-0.33_stomatocyte_I000010.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000010.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000010.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000010.tif_4.tif
-0.33_stomatocyte_I000011.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000011.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000011.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000011.tif_4.tif
-0.33_stomatocyte_I000012.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000012.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000012.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000012.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000012.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000012.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000012.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000012.tif_4.tif
-0.33_stomatocyte_I000013.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000013.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000013.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000013.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000013.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000013.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000013.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000013.tif_4.tif
-0.33_stomatocyte_I000014.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000014.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000014.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000014.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000014.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000014.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000014.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000014.tif_4.tif
-0.33_stomatocyte_I000015.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000015.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000015.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000015.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000015.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000015.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000015.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000015.tif_4.tif
-0.33_stomatocyte_I000016.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000016.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000016.tif,5,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000016.tif_0.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000016.tif_1.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000016.tif_2.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000016.tif_3.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000016.tif_4.tif
