filename,morph_score,class_raw,class_6,image_path,mask_path,ensemble_idx,pred_path
-0.33_stomatocyte_I000000.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000000.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000000.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_0.tif
-0.33_stomatocyte_I000000.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000000.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000000.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_1.tif
-0.33_stomatocyte_I000000.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000000.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000000.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_2.tif
-0.33_stomatocyte_I000000.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000000.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000000.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_3.tif
-0.33_stomatocyte_I000000.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000000.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000000.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000000.tif_4.tif
-0.33_stomatocyte_I000001.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000001.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000001.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_0.tif
-0.33_stomatocyte_I000001.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000001.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000001.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_1.tif
-0.33_stomatocyte_I000001.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000001.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000001.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_2.tif
-0.33_stomatocyte_I000001.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000001.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000001.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_3.tif
-0.33_stomatocyte_I000001.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000001.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000001.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000001.tif_4.tif
-0.33_stomatocyte_I000002.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000002.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000002.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_0.tif
-0.33_stomatocyte_I000002.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000002.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000002.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_1.tif
-0.33_stomatocyte_I000002.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000002.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000002.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_2.tif
-0.33_stomatocyte_I000002.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000002.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000002.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_3.tif
-0.33_stomatocyte_I000002.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000002.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000002.tif,4,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000002.tif_4.tif
-0.33_stomatocyte_I000003.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000003.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000003.tif,0,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_0.tif
-0.33_stomatocyte_I000003.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000003.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000003.tif,1,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_1.tif
-0.33_stomatocyte_I000003.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000003.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000003.tif,2,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_2.tif
-0.33_stomatocyte_I000003.tif,-0.33,stomatocyte_I,SDE,/content/drive/MyDrive/dataset_for_3D_reconstruction/image/-0.33_stomatocyte_I000003.tif,/content/drive/MyDrive/dataset_for_3D_reconstruction/mask/-0.33_stomatocyte_I000003.tif,3,/content/drive/MyDrive/dataset_for_3D_reconstruction/Results A Diffusion Model Predicts 3D Shapes from 2D Microscopy Images/predictions_85000/-0.33_stomatocyte_I000003.tif_3.tif
